0,1,2
73,161,13
72,162,13
71,161,12
69,162,12
68,161,11
60,152,7
60,152,7
58,150,7
57,148,8
55,146,9
53,143,9
52,142,10
51,141,9
54,139,10
53,138,9
53,138,9
52,137,8
51,136,7
50,135,6
50,135,6
49,134,5
46,131,2
49,134,5
52,137,8
54,139,10
55,140,11
55,140,11
53,138,9
52,137,8
47,131,7
44,128,6
41,125,4
44,127,9
50,134,13
55,139,15
56,141,12
56,142,9
53,135,7
56,138,12
54,136,12
49,130,9
43,124,4
33,113,0
35,115,2
51,131,18
52,133,5
54,135,7
56,137,9
58,139,11
58,139,11
56,137,9
54,135,7
52,133,5
50,130,15
37,117,4
29,109,0
36,116,5
45,125,12
48,129,9
49,131,5
50,133,3
49,129,6
47,126,7
44,123,8
40,120,9
36,118,8
37,119,8
38,123,6
39,124,5
45,125,4
45,125,4
45,125,4
33,111,0
42,119,15
39,115,17
29,106,4
34,113,0
49,129,8
47,125,13
31,108,4
43,122,5
45,124,7
45,124,7
42,121,4
38,117,0
39,118,1
45,124,7
51,130,13
42,122,1
43,123,2
45,125,2
47,127,4
50,130,5
53,134,6
55,136,8
56,137,9
63,134,6
61,121,7
46,99,0
49,106,0
69,137,16
67,133,10
61,113,3
80,115,21
69,139,17
68,140,14
63,143,8
61,146,3
61,146,1
62,147,0
64,146,2
67,146,5
78,152,3
68,143,16
65,138,46
76,149,93
93,167,140
100,177,167
91,171,168
79,160,161
70,158,146
62,151,121
62,150,90
68,154,63
69,153,32
68,146,8
70,146,0
78,151,0
68,152,0
61,137,13
34,103,12
31,101,5
61,137,13
65,148,6
47,134,1
46,133,18
51,137,4
51,136,6
50,135,5
49,134,5
48,133,4
47,132,5
47,132,5
46,130,6
49,131,7
52,134,10
52,134,10
48,130,6
42,124,0
41,123,0
47,129,5
52,134,10
46,132,0
48,131,1
48,130,2
49,130,2
48,128,5
49,127,5
49,127,7
51,126,8
50,146,23
24,119,0
219,150,215
247,130,235
255,173,230
255,158,236
238,181,236
228,184,247
253,178,221
247,176,220
244,171,226
246,167,246
255,162,255
255,155,255
255,148,238
255,141,212
235,156,222
228,172,201
177,158,128
100,119,37
65,115,4
77,145,36
78,151,61
56,129,56
80,142,69
72,138,66
70,135,71
45,97,49
24,43,24
165,136,156
229,152,208
245,138,216
247,151,225
249,160,224
239,156,210
253,170,224
247,157,221
255,170,240
252,167,232
254,176,234
255,180,239
236,166,226
253,178,237
251,157,217
255,178,226
247,187,238
247,164,242
255,142,251
238,152,225
157,140,132
71,134,30
46,146,0
63,155,8
74,150,18
69,147,9
54,148,0
56,140,0
58,142,2
61,145,5
64,148,8
64,148,8
63,147,7
60,144,4
58,142,2
68,141,0
54,145,26
59,143,65
109,133,101
192,118,135
253,102,169
255,85,195
247,71,208
255,178,240
64,118,22
68,157,13
95,146,45
72,149,47
26,136,39
22,111,29
24,101,0
19,102,0
23,113,0
24,119,0
29,117,5
41,119,20
48,126,27
36,126,13
14,121,0
28,119,16
25,117,6
26,117,0
33,124,0
47,136,8
60,146,23
66,149,33
67,149,38
57,145,45
46,129,51
39,117,55
47,125,50
66,148,38
79,167,21
81,172,9
76,167,2
76,171,19
70,165,13
64,157,6
58,151,1
56,149,0
60,153,3
67,159,12
71,163,16
68,153,10
68,153,8
66,154,8
66,154,8
65,155,8
65,155,6
63,156,6
63,156,6
57,148,9
57,148,9
56,147,8
56,147,8
55,146,9
55,146,9
54,145,8
54,145,8
52,137,8
51,136,7
51,136,7
50,135,6
49,134,5
49,134,5
48,133,4
48,133,4
45,130,1
47,132,3
51,136,7
54,139,10
55,140,11
55,140,11
54,139,10
53,138,9
47,132,5
42,126,4
38,121,3
41,124,8
49,132,14
56,140,18
57,142,13
56,142,9
53,136,6
58,140,12
54,136,10
50,131,10
45,126,8
30,110,0
31,111,0
53,133,22
52,133,5
53,134,6
56,137,9
58,139,11
58,139,11
56,137,9
53,134,6
52,133,5
48,128,15
33,113,2
28,108,0
40,120,9
51,131,16
51,132,11
48,130,2
48,131,0
48,128,5
46,125,6
43,122,7
39,119,8
36,118,8
36,118,7
37,121,7
38,123,6
43,122,3
43,122,3
43,122,3
32,110,0
42,119,17
39,114,19
28,105,3
33,112,0
49,128,9
47,125,13
30,107,3
43,122,5
45,124,7
45,124,7
41,120,3
37,116,0
38,117,0
45,124,7
51,130,13
41,121,0
42,122,1
45,125,2
47,127,4
50,130,5
53,134,6
55,136,8
57,138,10
64,135,7
60,120,6
45,98,0
50,108,0
70,138,17
67,133,10
61,113,3
81,116,22
69,138,19
68,140,15
62,142,7
60,145,2
60,145,0
61,146,0
65,147,1
68,147,4
72,149,0
61,137,2
55,131,31
67,143,81
87,163,133
96,176,165
90,172,168
77,163,160
70,160,150
60,149,117
54,143,75
57,146,40
60,146,13
64,143,0
76,150,5
88,159,17
75,154,1
65,134,17
30,92,6
23,87,0
57,126,0
66,144,0
54,133,6
59,137,35
54,140,7
54,139,9
54,139,9
54,139,10
54,139,10
54,139,12
54,139,12
54,138,14
51,133,5
54,136,8
55,137,9
50,132,4
44,126,0
42,124,0
48,130,2
55,137,9
63,151,3
65,150,5
64,149,6
65,148,8
64,146,9
65,145,10
64,144,11
66,143,13
88,160,14
59,162,0
213,158,189
244,143,223
228,157,187
255,167,234
250,173,225
251,174,244
255,183,248
253,178,245
248,173,242
248,173,238
251,178,233
248,179,226
240,172,219
232,166,214
255,144,245
255,154,245
239,168,236
187,159,197
107,118,120
44,84,50
37,96,32
63,130,51
88,130,116
73,133,105
59,131,94
61,110,91
111,109,130
224,166,217
254,156,217
255,149,208
255,148,244
255,157,240
249,156,226
255,165,236
255,158,236
255,171,248
254,176,234
249,188,230
238,191,233
254,172,246
252,159,250
253,181,254
249,182,226
255,167,209
252,163,221
238,171,242
255,128,255
228,181,217
92,144,62
36,138,0
57,155,6
64,142,7
78,157,16
61,151,0
55,139,0
57,141,1
61,145,5
64,148,8
64,148,8
62,146,6
59,143,3
57,141,1
56,132,34
137,130,104
225,120,179
255,111,215
255,119,217
253,136,217
252,140,222
255,132,226
255,187,240
52,123,3
69,175,5
104,157,41
67,136,27
10,109,19
14,88,25
29,86,0
21,97,0
26,107,2
28,111,5
30,104,7
41,105,19
49,115,27
36,120,9
15,116,0
30,122,21
28,121,15
31,124,10
41,132,13
51,141,17
57,143,16
53,139,12
48,133,6
41,130,10
28,112,18
22,98,26
35,110,28
61,140,25
80,164,17
79,166,9
69,159,2
75,163,15
73,161,13
70,158,10
65,155,8
62,151,7
60,149,5
57,149,4
57,149,6
61,145,5
61,146,3
60,147,4
60,148,2
59,149,2
59,149,0
57,150,0
57,150,0
54,144,12
54,144,10
55,145,11
55,146,9
55,146,7
56,147,8
56,147,7
56,147,7
51,136,7
51,136,7
50,135,6
49,134,5
48,133,4
48,133,4
47,132,3
47,132,3
44,129,0
46,131,2
50,135,6
53,138,9
55,140,11
55,140,11
54,139,10
53,138,9
48,133,6
41,125,3
36,119,1
39,122,8
48,131,15
56,140,18
58,143,14
56,142,9
53,136,6
59,141,13
55,137,11
50,131,10
45,126,8
28,108,0
29,109,0
54,133,24
51,132,4
53,134,6
56,137,9
57,138,10
57,138,10
56,137,9
53,134,6
51,132,4
46,126,15
31,111,0
27,106,0
43,123,12
55,135,20
53,134,13
47,129,1
46,129,0
48,128,7
46,125,6
42,120,8
39,118,9
35,117,7
36,118,8
37,121,7
38,123,6
42,121,6
42,121,6
42,121,6
34,111,7
34,111,7
35,112,8
35,112,8
36,113,9
37,114,10
37,114,10
38,115,11
38,114,6
39,115,7
39,115,6
40,118,6
40,120,7
41,121,6
40,123,7
40,123,5
46,126,5
47,127,4
48,128,5
49,129,4
51,132,4
53,134,6
54,135,6
54,135,6
60,132,6
68,116,6
57,105,3
48,120,8
65,136,14
80,123,8
74,109,5
64,119,18
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
63,139,0
69,142,1
72,143,21
75,145,47
84,154,82
90,164,115
81,160,129
67,149,127
65,140,75
63,137,60
58,133,38
55,133,14
60,136,1
69,144,0
79,154,2
86,159,8
71,153,6
62,139,9
31,103,0
18,87,0
44,117,0
71,151,16
68,152,12
54,141,0
66,151,8
64,149,6
60,145,2
58,142,2
58,142,2
60,144,6
64,148,10
66,150,13
66,154,6
58,147,0
53,141,0
53,139,6
49,133,12
45,129,7
52,139,0
64,154,0
59,146,3
63,150,7
69,154,7
71,157,8
73,157,9
74,156,9
75,157,10
77,159,13
94,168,13
78,139,36
189,173,160
247,167,226
239,163,238
240,154,227
255,173,237
236,185,228
252,184,243
252,184,243
252,182,242
251,181,241
251,180,240
250,179,239
252,178,239
251,177,238
253,168,227
255,190,253
247,157,227
244,157,226
255,194,250
149,135,160
22,72,61
16,112,75
62,141,109
68,148,121
74,169,147
100,130,140
227,146,204
240,148,215
234,162,225
255,141,218
252,171,230
252,171,230
253,172,231
253,172,231
253,172,231
254,173,232
254,173,232
254,173,232
253,180,235
252,179,234
252,179,234
252,179,234
251,178,233
251,178,233
251,178,233
250,177,232
255,178,234
250,139,233
249,172,226
63,95,20
47,155,0
47,146,0
68,136,15
77,137,23
47,150,17
64,151,21
52,133,0
48,144,0
53,161,0
53,131,19
103,111,87
181,127,176
246,134,210
247,136,212
249,141,216
251,145,219
251,148,221
250,148,221
248,148,220
247,147,219
247,181,219
104,129,63
55,149,1
57,148,9
43,112,6
23,99,0
12,96,2
17,94,16
3,91,0
10,98,0
17,105,1
19,108,2
17,106,0
20,107,0
26,113,6
33,120,13
19,113,0
22,117,1
25,123,4
29,127,6
31,130,13
30,130,16
28,130,21
27,128,24
38,120,54
27,109,37
26,106,21
51,134,20
73,160,17
59,154,0
49,146,0
66,165,13
64,157,4
64,157,4
63,156,5
63,156,5
62,155,5
61,153,6
61,153,6
60,152,7
58,148,14
58,149,12
57,148,11
57,148,9
57,148,8
57,148,8
57,149,6
56,148,5
66,155,5
63,151,3
58,145,2
53,140,1
50,136,3
48,133,4
48,132,8
49,133,11
54,136,12
51,132,11
48,129,8
46,127,7
46,127,9
48,129,11
51,131,16
54,134,19
55,139,15
47,131,10
40,123,7
40,123,7
47,130,12
51,136,9
50,136,1
47,134,0
54,136,12
56,137,17
49,129,14
38,118,7
38,118,5
49,130,10
55,137,11
54,137,5
59,141,17
51,133,5
50,133,1
57,140,8
53,135,7
42,122,7
38,117,12
44,121,25
47,132,2
56,138,10
57,139,13
53,133,10
52,132,9
58,137,12
56,135,8
51,128,0
41,120,11
35,115,4
38,118,7
49,129,14
52,133,12
45,127,0
45,128,0
53,137,0
58,140,14
44,125,4
30,110,0
28,107,0
38,117,10
46,125,16
46,126,11
41,122,4
42,123,2
44,125,4
46,127,6
33,110,6
33,110,6
34,111,7
35,112,8
35,112,8
36,113,9
37,114,10
37,114,10
39,112,5
38,114,6
39,115,6
39,117,7
39,119,6
40,120,5
39,122,6
40,123,7
46,126,5
46,126,5
47,127,4
49,129,4
51,131,6
52,133,5
53,134,6
54,135,6
59,131,5
67,115,6
57,105,5
48,120,8
65,136,14
80,123,8
75,110,6
65,120,18
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
62,139,0
69,142,8
72,142,18
73,142,33
80,150,54
86,160,75
78,156,80
65,147,75
56,127,49
52,124,40
48,122,27
50,123,15
56,130,7
65,142,4
78,154,6
85,161,9
77,157,8
69,144,15
41,111,0
26,93,0
52,123,3
78,156,20
75,158,16
61,148,5
65,152,9
63,150,7
60,147,4
58,145,4
57,144,3
59,146,5
62,149,10
64,151,12
69,154,7
62,148,0
58,143,0
58,141,7
53,135,11
49,131,7
55,139,0
68,155,0
63,151,5
65,153,5
70,156,7
71,157,4
72,157,4
71,154,4
70,152,5
72,152,5
77,156,5
55,121,21
171,161,151
249,176,232
240,167,240
241,155,228
255,176,241
241,188,234
252,184,243
252,184,243
252,182,242
252,182,242
251,181,241
251,180,240
251,180,240
250,179,239
255,190,246
235,160,219
254,173,240
255,184,255
253,173,236
242,194,236
168,164,179
34,65,60
39,97,73
73,147,124
76,146,135
174,172,194
236,152,211
254,159,227
252,171,237
247,147,219
252,172,231
252,172,231
252,172,231
252,172,231
253,173,232
253,173,232
254,174,233
254,174,233
251,181,235
251,181,235
251,181,235
250,180,234
250,180,234
249,179,233
249,179,233
249,179,233
240,165,222
255,173,254
246,169,225
164,161,130
47,118,0
82,178,29
52,139,0
73,147,22
45,126,5
44,132,0
69,155,20
65,127,26
93,111,69
176,153,161
215,166,196
213,153,187
249,143,217
252,146,220
253,150,223
255,153,226
255,156,228
253,156,227
251,155,226
250,154,225
255,180,236
114,132,80
48,138,6
46,132,7
34,101,8
22,94,8
14,93,10
15,85,22
19,93,8
23,97,10
23,99,11
21,97,7
17,97,2
19,99,2
27,107,10
34,114,15
20,106,5
21,108,4
23,110,5
25,112,8
29,115,16
31,118,24
34,120,33
36,121,38
27,112,45
22,106,31
32,115,23
63,146,28
82,167,22
71,161,3
61,155,0
69,164,12
64,157,4
63,156,5
63,156,5
62,155,5
61,154,4
61,153,6
60,152,7
60,152,7
49,140,1
50,141,2
51,142,3
52,143,4
54,145,6
56,147,8
57,148,9
58,149,10
56,143,0
58,145,4
61,148,9
62,148,11
59,145,12
54,139,9
49,134,7
45,130,3
49,131,7
48,130,6
45,126,5
44,125,5
45,126,6
48,129,11
52,133,15
54,134,19
53,138,11
46,130,6
39,123,2
37,120,4
41,124,6
48,132,10
54,139,10
57,143,10
59,141,13
53,135,11
47,128,10
43,123,10
42,122,9
44,125,7
49,130,9
54,136,10
59,141,17
52,134,6
52,135,3
56,139,7
53,135,7
41,122,4
36,115,10
40,118,19
46,131,2
55,137,11
56,138,12
53,133,10
52,132,9
57,136,11
55,134,9
50,126,0
38,117,8
34,114,3
38,118,5
49,129,14
52,133,12
46,128,0
46,129,0
53,136,2
53,134,13
41,122,4
29,109,0
29,108,0
39,118,9
47,127,14
47,128,10
43,124,3
43,124,6
44,125,7
46,127,9
32,109,7
32,109,7
32,109,7
33,110,8
34,111,9
35,112,10
35,112,10
36,113,11
38,111,6
39,112,5
38,114,6
39,115,6
39,117,5
39,119,6
40,120,5
41,121,6
45,125,4
45,125,4
46,126,5
48,128,5
50,130,5
51,131,6
52,133,5
53,134,6
58,130,5
66,113,7
56,104,4
48,120,8
66,137,15
81,124,8
76,112,6
66,121,19
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
63,140,8
68,144,12
71,142,14
70,139,14
74,142,19
80,150,26
73,147,24
61,140,15
46,113,16
43,110,15
41,108,15
41,111,13
47,120,12
58,134,10
69,150,9
77,160,8
80,160,9
77,150,19
51,119,6
36,102,0
59,129,7
83,160,22
81,163,19
70,155,10
66,155,11
64,153,9
62,151,7
60,149,5
59,148,4
60,149,5
61,150,8
62,151,9
69,154,7
65,151,0
63,149,0
63,147,9
56,138,10
51,133,7
58,142,2
71,158,2
69,155,6
70,156,5
71,158,2
74,160,1
75,159,1
72,155,1
70,150,1
66,146,0
56,140,0
24,97,5
146,143,134
254,187,241
239,172,241
240,157,227
255,176,242
247,189,239
252,183,240
252,183,240
252,183,240
252,183,240
252,183,240
252,183,240
251,182,239
251,182,239
255,194,245
241,176,230
255,192,253
255,183,252
237,147,217
251,167,229
255,189,235
199,153,189
53,76,70
45,106,91
92,119,126
229,178,219
245,157,218
255,168,235
255,166,233
245,165,228
252,174,232
252,174,232
252,174,232
252,174,232
253,175,233
253,175,233
254,176,234
254,176,234
252,182,236
252,182,236
252,182,236
251,181,235
251,181,235
250,180,234
250,180,234
250,180,234
255,185,244
255,184,243
245,167,229
230,176,208
113,126,80
34,119,0
34,141,0
48,141,1
63,146,14
59,127,14
69,104,38
162,145,151
228,162,233
233,137,234
252,151,231
246,151,207
251,156,224
254,159,227
255,163,230
255,165,232
255,166,233
255,167,233
254,165,231
253,164,230
255,176,246
131,141,106
47,130,14
35,117,9
25,87,10
23,91,18
16,92,20
12,77,23
18,79,10
23,84,15
27,91,17
27,94,15
24,96,12
25,99,10
28,104,13
32,109,15
20,101,9
22,103,11
26,105,14
29,108,19
31,106,24
29,103,28
28,99,33
26,96,36
16,106,36
18,105,24
43,128,24
75,160,31
86,171,24
80,166,13
73,162,8
71,161,11
63,156,5
62,155,4
62,155,5
61,154,4
60,152,5
60,152,7
59,151,6
59,151,6
49,141,0
49,141,0
49,140,0
50,141,2
50,141,4
50,140,6
51,141,9
51,140,10
59,145,12
58,144,11
57,143,10
56,142,9
55,141,8
56,142,9
56,142,9
57,143,10
47,129,5
46,128,4
44,126,2
44,125,4
44,125,5
47,128,8
49,130,12
51,132,14
49,134,4
47,132,5
42,126,4
37,120,2
36,119,1
43,127,6
54,138,16
62,146,22
63,146,14
52,134,6
46,127,6
49,130,12
46,126,11
40,120,5
42,122,7
51,132,14
58,139,18
54,136,10
54,137,7
56,139,7
52,134,6
41,122,4
35,114,7
35,113,14
43,127,3
53,135,11
56,138,12
53,133,8
52,132,7
56,135,10
53,131,9
47,123,1
33,112,5
32,111,2
37,117,4
48,129,11
51,132,11
48,130,4
48,130,2
52,135,5
46,126,13
37,117,6
30,109,0
31,110,1
41,121,10
48,129,11
48,129,8
45,127,1
46,126,15
44,124,13
42,122,11
31,106,5
31,106,5
32,107,6
32,107,6
33,108,7
34,109,8
35,110,9
35,110,9
38,109,5
38,111,6
38,111,4
38,114,6
39,115,6
39,117,5
39,119,6
39,119,6
43,122,3
44,123,4
45,125,4
47,127,6
48,128,5
50,130,5
51,131,6
52,133,5
57,128,6
65,112,8
55,103,4
47,119,9
66,137,15
82,125,9
77,113,5
68,124,17
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
61,143,9
68,145,13
71,142,10
68,135,4
70,133,2
72,138,4
69,137,2
59,129,0
47,111,0
42,107,3
37,102,8
36,102,14
40,110,14
47,124,12
57,139,5
64,148,1
78,154,4
78,149,19
56,123,10
42,105,0
59,127,6
82,156,19
81,160,17
73,156,12
65,154,12
65,154,12
64,153,9
63,152,8
63,152,8
63,153,6
64,154,7
64,154,7
71,155,8
70,155,2
71,156,3
70,153,9
62,143,12
54,135,6
62,145,3
76,161,6
72,158,7
72,159,3
75,161,0
79,164,0
82,167,4
81,162,7
75,155,6
70,148,3
41,127,2
2,79,0
123,126,119
255,198,250
238,176,241
238,155,223
255,170,237
248,185,238
252,183,240
252,183,240
252,183,240
252,184,241
252,184,241
250,185,241
251,186,242
251,186,242
248,180,229
247,187,238
236,181,236
247,183,244
255,186,255
255,164,233
250,161,225
255,194,253
150,136,149
53,88,90
151,135,161
246,155,214
254,164,228
255,167,233
249,152,221
246,181,237
251,176,233
251,176,233
251,176,233
252,177,234
252,177,234
253,178,235
253,178,235
253,178,235
252,183,237
252,183,237
252,183,237
252,183,237
251,182,236
251,182,236
251,182,236
250,181,235
255,186,243
239,180,226
249,170,236
254,158,245
219,180,201
37,98,3
58,167,16
43,139,5
45,131,8
84,104,53
214,158,197
255,162,252
231,135,232
247,157,244
255,156,241
255,148,242
250,165,230
252,167,232
255,170,235
255,172,237
255,173,237
254,172,236
251,169,233
250,168,232
255,166,241
151,154,123
55,133,23
36,117,15
25,86,16
23,90,19
19,92,21
12,75,20
27,88,21
27,90,20
25,91,19
22,93,13
19,93,8
15,94,3
15,96,1
14,98,0
9,94,3
12,95,5
17,100,10
22,102,17
26,103,25
29,102,33
29,99,39
28,97,42
16,106,36
22,111,21
53,141,21
81,165,27
80,164,16
79,161,14
78,162,12
68,154,3
61,154,3
61,154,4
61,154,4
60,152,5
59,151,6
58,150,5
58,150,7
57,149,6
59,151,4
58,150,5
55,147,4
52,143,4
49,139,5
46,135,5
43,132,6
42,130,7
58,142,18
56,140,16
53,138,11
52,137,8
53,138,8
57,143,10
61,147,12
64,150,13
51,133,7
49,131,5
48,130,6
45,127,3
44,125,4
43,124,4
42,123,3
42,123,5
45,130,0
48,133,4
49,133,9
44,128,6
38,121,3
38,121,5
46,129,13
54,137,21
60,143,11
54,137,7
50,132,6
50,131,10
47,127,12
41,121,8
40,120,9
44,124,13
55,136,16
55,137,13
55,137,9
56,139,7
51,133,5
42,123,3
34,113,4
31,109,7
40,124,3
51,132,11
54,136,12
52,132,7
52,132,7
55,133,11
51,129,9
44,119,1
28,107,0
31,110,1
38,118,3
47,128,8
51,133,9
50,132,8
48,130,6
49,131,7
39,118,13
34,113,8
31,110,3
35,115,4
43,123,8
48,129,9
48,130,4
45,127,0
45,124,17
40,119,12
34,113,6
31,103,4
31,103,4
32,104,5
32,104,5
33,105,6
34,106,7
35,107,8
35,107,8
37,108,6
37,108,6
38,109,5
38,111,4
37,113,5
39,115,6
38,116,6
39,117,5
42,121,4
42,121,2
44,123,4
45,125,4
47,127,4
48,128,5
49,129,4
50,130,5
55,126,6
63,110,8
54,101,5
47,119,9
66,137,15
83,126,8
79,115,5
70,126,17
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
61,144,4
69,147,11
71,142,10
67,132,6
66,126,4
70,129,11
68,129,12
61,124,9
59,122,5
53,116,9
44,108,14
38,102,16
35,104,13
39,112,7
45,123,1
49,131,0
68,142,0
73,142,15
58,120,13
41,102,0
55,118,1
74,144,12
75,152,12
71,149,11
64,151,10
65,152,11
66,153,10
68,155,12
69,157,11
69,157,9
70,159,9
69,158,8
72,156,9
74,159,6
78,163,7
77,161,11
67,149,12
58,140,6
65,148,4
80,165,10
75,159,9
74,159,4
78,163,0
84,169,3
92,174,11
91,170,16
82,160,15
74,151,13
36,117,12
0,71,2
108,110,109
255,205,255
237,177,237
235,154,220
255,163,230
246,178,235
252,181,237
251,182,237
252,183,238
252,185,239
251,186,240
251,188,241
250,190,242
251,191,243
251,177,228
243,181,232
240,190,239
245,195,248
255,191,251
255,184,247
250,178,241
241,176,234
251,206,237
144,145,165
223,176,218
255,157,225
255,168,235
247,167,230
252,162,226
244,179,233
251,178,234
252,179,235
252,179,235
252,179,235
253,180,236
253,180,236
253,180,236
254,181,237
254,185,239
254,185,239
253,184,238
253,184,238
253,184,238
252,183,237
252,183,237
252,183,237
234,166,223
245,190,232
253,176,244
255,157,255
246,174,237
138,161,115
51,129,20
32,107,2
85,117,78
222,196,209
255,166,236
254,139,234
253,156,237
233,157,221
250,171,237
255,166,246
246,171,230
248,173,232
250,175,234
253,175,235
253,175,235
251,173,233
248,170,230
246,168,228
252,155,226
168,167,136
60,138,28
45,128,24
29,95,21
21,93,17
21,95,16
18,80,15
18,90,14
15,88,9
11,86,4
8,86,0
10,91,0
13,97,3
16,102,3
17,105,5
18,104,13
17,103,12
15,101,10
15,99,11
15,99,14
16,97,21
17,96,30
18,96,34
21,106,38
34,122,22
63,150,17
78,162,12
70,153,3
70,153,9
72,157,10
61,148,0
60,153,3
60,153,3
59,151,4
58,150,3
57,149,4
57,149,6
56,148,5
56,147,7
62,154,7
61,153,8
58,149,9
55,146,9
52,142,10
48,137,9
46,135,9
44,132,9
46,129,11
49,133,12
54,138,16
58,142,18
60,145,16
59,145,12
57,143,8
56,142,5
58,140,12
56,138,12
54,136,10
50,132,8
45,126,5
40,121,0
36,117,0
33,114,0
41,126,0
49,134,7
55,139,15
53,137,15
45,129,8
38,121,5
36,119,5
38,120,9
52,135,5
56,139,9
55,137,9
49,131,7
46,127,7
46,126,11
42,121,12
36,115,8
49,130,12
53,134,13
56,138,10
54,137,7
50,132,4
44,125,4
35,115,4
28,107,2
36,119,3
48,129,9
53,135,11
52,133,5
52,133,5
54,132,10
48,126,7
40,114,1
26,105,0
33,112,3
41,121,6
46,127,6
49,131,7
50,132,8
47,128,8
43,123,8
33,111,9
32,111,6
34,113,4
38,118,5
44,125,5
47,128,7
46,128,4
43,125,1
38,116,14
34,112,10
28,106,4
29,101,2
29,101,2
30,102,3
31,103,4
32,104,5
32,104,5
33,105,6
33,105,6
37,105,4
38,106,5
37,108,6
38,109,5
38,111,4
37,113,5
38,114,5
38,116,6
40,119,2
41,120,3
42,121,2
44,123,4
45,125,4
47,127,4
48,128,5
49,129,6
53,124,6
62,108,9
53,100,4
47,119,9
67,139,14
84,128,7
80,117,4
71,127,16
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
59,142,0
69,147,11
73,144,14
66,131,11
65,125,12
68,129,25
70,132,31
68,130,33
74,140,30
66,131,27
55,119,23
44,109,17
38,105,10
38,106,3
40,112,0
43,116,0
57,128,0
68,133,13
57,115,13
40,96,0
49,108,0
66,132,6
69,140,8
67,143,9
63,144,7
65,146,9
70,151,12
74,156,12
78,160,14
79,161,14
80,163,13
80,163,11
74,156,10
78,161,7
85,169,9
85,168,14
72,154,10
61,142,5
69,151,7
85,168,14
79,163,16
78,161,9
79,164,1
88,171,3
95,176,13
92,171,18
82,156,19
70,142,14
38,106,21
3,68,14
99,96,103
255,204,255
236,178,236
237,157,220
255,159,226
246,178,237
251,181,235
252,182,236
252,183,237
251,187,239
252,190,241
251,191,242
252,194,244
251,195,244
255,189,243
255,194,245
252,205,251
244,198,245
233,179,229
236,179,232
245,195,246
243,201,249
255,194,239
232,196,234
240,180,232
255,172,242
251,162,228
238,170,229
255,192,248
251,172,229
251,180,236
251,180,236
251,180,236
252,181,237
252,181,237
252,181,237
253,182,238
253,182,238
254,187,240
254,187,240
254,187,240
253,186,239
253,186,239
253,186,239
252,185,238
252,185,238
255,188,242
247,185,236
255,182,250
255,161,251
234,157,227
222,199,209
58,79,40
81,116,60
240,185,252
225,167,217
248,182,220
251,167,217
255,166,238
255,180,255
232,169,224
229,188,220
245,174,232
246,175,233
250,176,235
251,177,236
251,176,235
250,172,232
247,169,229
245,167,227
252,152,225
175,174,144
49,131,23
44,130,31
33,105,32
22,98,23
20,99,18
18,85,16
4,81,1
5,82,2
7,84,4
15,90,8
21,96,13
21,96,13
16,91,8
12,87,2
12,86,9
17,91,12
21,98,16
24,103,20
23,102,21
16,97,21
9,90,21
4,85,18
21,100,34
49,130,25
76,160,13
77,162,0
67,150,0
67,151,11
65,155,8
54,148,0
59,151,4
58,150,3
58,150,3
57,149,4
56,148,5
55,147,4
55,146,6
54,145,5
53,144,4
53,144,5
53,144,7
54,144,10
54,144,12
54,143,13
55,144,16
55,144,18
46,129,11
47,130,12
49,133,12
51,135,13
53,138,11
54,139,10
54,139,9
54,139,9
61,143,15
60,142,14
58,140,14
54,136,10
49,131,7
42,123,2
36,117,0
33,114,0
38,121,3
45,129,8
53,137,15
56,140,16
51,135,13
42,125,7
34,117,3
29,111,0
45,126,5
54,136,12
56,138,12
49,131,5
47,129,5
49,130,12
44,124,11
33,112,3
41,121,8
50,131,11
55,137,11
53,136,6
50,132,4
47,128,7
39,119,6
29,108,1
33,115,4
45,126,8
52,134,10
52,133,4
51,132,3
53,131,9
46,123,7
37,110,2
26,104,2
36,115,6
44,125,7
46,128,4
48,130,4
49,130,9
43,123,8
35,114,5
31,109,7
33,112,5
38,118,5
43,124,6
45,126,6
45,126,6
42,123,3
39,120,2
30,108,6
29,107,5
29,107,5
29,99,3
29,99,3
30,100,4
30,100,4
31,101,5
32,102,6
33,103,7
33,103,7
36,104,5
37,105,6
38,106,5
37,108,6
37,110,5
38,111,4
37,113,5
38,114,5
39,118,3
40,119,2
41,120,3
43,122,3
44,123,4
46,126,5
47,127,4
48,128,5
52,122,6
61,107,8
52,99,5
47,119,9
67,139,14
85,129,8
81,118,4
73,130,17
63,139,7
63,139,5
63,141,6
64,142,6
63,144,7
62,145,5
63,146,6
63,146,4
58,138,7
69,146,16
74,144,20
67,135,16
65,129,15
70,136,26
75,144,37
74,145,39
86,153,56
77,145,46
64,132,33
52,119,16
45,110,8
42,107,3
46,109,5
48,111,7
51,118,0
65,128,13
57,112,18
39,92,2
