0,1,2
23,93,57
24,88,54
10,70,36
6,66,32
11,70,22
12,71,23
10,72,23
10,74,22
11,76,22
10,77,23
10,78,21
10,79,22
21,84,27
18,83,25
13,81,24
10,79,25
9,79,27
10,82,32
13,87,38
14,90,43
34,98,63
32,102,66
30,107,73
30,109,78
32,102,76
29,83,60
24,57,40
17,38,23
42,62,13
48,72,10
51,77,4
41,66,0
23,40,0
10,18,3
8,10,9
11,10,15
13,26,9
11,24,6
16,30,7
24,36,12
20,29,8
7,14,0
5,11,0
16,19,10
4,5,9
6,7,11
11,11,13
16,16,16
21,19,20
24,23,21
28,24,23
29,25,22
19,17,20
18,18,20
16,20,19
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
7,20,3
8,21,4
8,21,4
8,21,4
9,22,5
9,22,5
9,22,5
9,22,5
23,25,12
11,25,12
0,19,2
110,169,147
109,189,160
74,170,133
87,190,147
55,161,113
61,153,102
60,150,99
54,144,92
46,136,84
38,128,74
29,120,63
22,113,56
19,110,53
17,58,24
13,57,22
11,55,20
8,54,18
5,51,15
2,49,13
0,47,11
0,47,10
10,60,23
8,58,21
5,55,18
3,53,16
4,54,17
7,57,20
11,61,24
14,64,27
11,66,27
12,64,26
12,64,26
12,67,28
11,72,31
11,80,36
10,87,41
10,92,44
9,94,35
15,98,52
27,101,68
24,104,67
13,112,58
20,111,54
30,118,68
9,119,70
41,97,98
205,111,163
255,116,187
226,112,171
228,121,177
226,136,187
216,140,186
244,135,192
228,144,193
227,145,193
224,145,192
223,146,190
221,146,187
218,146,186
216,146,183
214,146,183
210,149,180
208,149,179
206,147,177
201,145,172
198,144,168
195,141,165
192,140,162
191,139,161
196,148,164
195,149,162
196,150,161
194,151,160
193,152,158
194,154,155
193,155,154
193,155,154
193,156,150
194,157,151
195,158,152
197,160,152
198,161,152
200,163,154
201,165,153
202,166,154
207,164,148
208,165,148
212,167,144
215,170,141
221,172,139
224,175,135
228,177,132
229,178,131
231,168,127
232,168,122
233,168,112
235,167,102
236,166,94
238,166,90
240,164,88
240,162,87
247,185,112
246,181,151
255,189,210
243,174,219
255,188,230
249,176,206
252,171,203
255,178,220
246,167,214
250,171,200
236,160,160
219,143,117
224,147,101
245,166,110
247,166,111
233,150,98
239,172,129
235,168,123
236,168,119
239,169,117
235,164,108
231,158,103
239,166,111
253,180,125
237,177,125
235,177,129
234,177,132
231,177,139
227,176,145
226,176,153
223,176,158
222,175,159
217,169,167
217,169,167
216,168,166
213,168,165
211,166,163
209,165,162
208,164,161
208,164,161
210,160,161
210,160,161
209,159,162
209,158,163
208,157,162
207,156,163
206,155,162
206,155,164
205,157,173
205,157,173
206,157,176
209,157,179
211,157,181
211,156,185
213,157,186
214,157,189
214,153,186
215,151,186
213,149,186
213,146,187
214,147,190
218,149,194
223,151,199
225,153,201
211,150,194
213,150,195
216,150,196
219,150,197
223,149,198
227,149,199
229,149,200
232,149,201
231,141,192
232,140,191
232,138,191
235,134,192
237,132,191
240,127,191
241,125,190
243,124,192
234,111,174
231,101,163
255,50,131
205,67,116
22,131,89
34,140,94
28,139,88
29,151,94
26,134,76
29,137,79
27,134,78
25,132,76
34,141,87
47,154,102
45,152,100
34,140,91
24,132,83
46,149,102
50,147,102
30,121,78
19,101,61
24,98,61
24,91,56
14,78,44
13,75,28
13,75,28
13,75,26
14,76,27
14,76,25
15,78,25
16,79,26
16,79,26
9,77,28
8,78,28
10,80,30
11,83,35
13,85,39
14,87,41
14,90,44
15,91,45
19,97,57
20,98,58
21,99,57
23,101,59
26,105,60
28,107,60
29,108,61
30,109,62
58,91,34
47,76,10
53,74,5
56,67,11
33,37,4
15,17,3
11,17,7
8,16,3
20,17,10
22,24,10
20,33,7
14,35,2
7,28,0
3,18,0
3,10,3
5,6,10
2,3,0
2,3,0
4,5,0
6,7,2
8,9,4
10,11,6
12,13,8
13,14,9
8,6,11
8,6,7
9,8,3
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
8,21,4
8,21,4
8,21,4
8,21,4
9,22,5
9,22,5
9,22,5
10,23,6
0,7,0
13,29,16
0,11,0
28,75,57
140,205,181
102,186,152
67,164,123
59,162,115
55,169,110
51,160,103
43,146,91
35,129,76
27,114,61
24,102,52
23,95,45
23,91,42
10,51,17
8,52,17
8,52,17
7,53,17
7,53,17
5,52,16
5,52,16
3,53,16
8,58,21
7,57,20
7,57,20
6,56,19
7,57,20
9,59,22
11,61,24
12,62,25
11,66,27
13,65,27
13,65,27
12,67,28
11,72,31
12,79,36
10,86,40
11,90,43
9,92,36
15,94,49
24,100,64
21,103,63
10,107,53
16,114,55
25,117,68
10,109,65
92,101,118
216,111,167
255,121,188
227,122,178
232,125,181
232,138,190
223,144,191
244,141,196
228,144,193
228,144,193
226,144,192
222,145,189
220,145,186
218,146,186
216,146,183
214,146,183
209,148,179
208,147,178
205,146,176
201,145,172
199,143,168
196,142,166
194,140,163
192,140,162
196,148,164
196,148,162
196,150,161
194,151,160
194,151,158
194,154,155
194,154,154
193,155,154
194,156,153
194,157,151
195,158,152
197,160,152
199,162,153
200,163,154
201,165,153
202,166,154
207,165,149
208,167,149
211,169,147
216,170,144
220,174,141
224,176,138
227,178,135
230,179,134
234,175,133
234,176,128
237,176,122
237,175,114
239,174,108
242,173,106
242,171,105
242,171,105
231,173,100
240,180,130
220,161,131
251,192,158
203,148,84
164,105,15
177,113,13
171,103,4
184,125,9
183,124,4
183,123,3
186,123,9
201,133,36
223,149,78
245,167,121
255,177,147
229,163,128
242,177,139
243,178,136
232,168,120
232,169,116
244,181,127
247,182,126
236,171,115
237,181,134
235,181,135
234,181,141
231,181,146
229,179,152
226,179,159
224,178,162
222,178,165
217,173,164
216,171,165
215,172,165
213,170,164
212,168,165
209,168,164
208,167,165
208,167,165
206,164,165
206,164,165
205,163,164
205,163,165
204,162,166
203,161,165
202,159,166
202,159,166
200,153,169
201,154,170
202,153,172
205,153,175
205,153,176
207,153,179
208,153,182
209,153,182
206,141,175
210,145,179
216,148,185
221,153,192
224,153,195
224,151,196
221,148,193
219,146,192
232,153,201
234,152,201
233,149,199
234,146,197
233,143,195
234,140,193
234,137,191
234,135,190
240,143,197
240,141,198
240,139,197
242,134,196
242,129,193
242,125,193
243,122,193
244,120,192
255,112,187
240,93,164
249,84,153
205,58,113
163,95,116
17,138,87
42,144,96
31,138,86
29,137,79
28,135,79
27,134,78
28,135,81
35,142,88
42,149,97
40,146,97
33,139,90
26,132,84
42,145,98
45,142,97
30,121,78
24,106,66
31,105,68
28,98,62
17,82,48
13,74,30
14,76,29
15,77,30
16,78,29
17,79,28
16,78,27
15,78,25
14,77,24
8,78,28
9,79,29
11,80,33
11,83,35
13,86,40
15,88,43
15,91,45
16,92,46
19,97,57
20,98,58
22,100,58
23,104,61
25,107,61
28,110,62
28,112,63
29,113,64
38,104,42
51,112,42
54,101,29
30,63,6
8,28,0
10,21,5
17,23,13
10,16,4
0,16,0
3,25,2
15,36,5
18,40,4
17,34,2
10,24,1
6,16,7
6,12,10
9,8,6
9,8,6
9,8,6
9,8,6
9,8,6
9,8,6
9,8,6
9,8,6
6,4,9
7,5,6
8,7,3
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
8,21,4
8,21,4
8,21,4
9,22,5
9,22,5
10,23,6
10,23,6
10,23,6
1,18,0
4,21,5
7,25,13
0,10,0
79,122,103
118,182,155
108,194,155
72,169,124
50,172,113
51,166,109
49,152,97
44,132,81
34,107,61
22,81,37
11,57,18
3,44,4
5,46,12
4,48,13
5,49,14
6,52,16
8,54,18
9,56,20
10,57,21
9,59,22
6,56,19
7,57,20
9,59,22
11,61,24
12,62,25
12,62,25
11,61,24
10,60,23
12,67,28
11,66,27
13,65,27
12,67,28
12,70,30
12,77,35
11,84,39
11,88,42
10,91,35
13,88,45
21,98,62
16,103,61
6,100,47
13,117,58
17,115,66
20,93,63
167,106,147
230,112,172
248,126,187
229,132,185
234,131,186
238,138,192
231,147,196
238,148,199
230,144,193
227,143,192
226,144,192
223,144,189
221,144,186
217,145,185
216,146,183
215,145,182
207,146,177
207,146,177
205,144,175
202,143,171
199,143,168
197,141,166
195,141,164
194,140,163
196,148,164
196,148,162
197,149,161
196,150,160
194,151,158
195,153,155
194,154,154
194,154,154
194,156,153
195,157,154
196,159,153
197,160,154
199,162,154
201,164,155
202,165,156
202,165,156
207,168,151
209,168,150
212,170,148
217,173,146
220,175,144
223,177,141
227,179,139
229,180,139
236,185,142
237,185,138
238,185,135
240,185,131
240,183,128
243,182,128
244,180,132
244,180,134
241,181,153
246,186,160
238,179,145
255,202,141
194,138,41
171,112,0
203,139,5
193,125,0
198,131,18
187,122,6
186,121,3
192,129,16
196,130,33
200,133,55
225,154,100
255,182,141
243,182,154
240,179,151
239,180,148
242,184,147
240,186,142
236,184,134
234,183,128
234,183,126
239,188,143
237,188,145
235,187,147
233,187,154
231,187,160
228,186,164
227,185,169
227,185,171
217,178,161
216,177,162
215,175,163
214,174,166
213,172,168
212,170,171
211,169,171
210,168,172
207,168,169
207,168,169
206,167,170
206,167,172
205,166,171
204,164,172
203,163,171
203,163,172
203,156,174
204,155,174
204,155,176
206,154,176
207,155,178
208,154,180
208,154,180
209,153,180
212,147,179
212,147,179
214,147,182
216,149,184
221,151,188
225,153,193
227,155,195
231,156,199
221,149,195
222,149,195
224,148,195
226,148,196
229,147,196
231,147,197
233,146,197
233,146,197
235,134,194
234,133,193
236,130,192
237,126,192
238,123,192
239,119,190
239,117,190
240,116,189
255,104,190
255,104,185
226,104,165
248,77,147
255,45,119
87,121,104
20,141,87
42,130,82
33,140,84
27,134,78
26,133,79
31,138,84
35,142,90
34,140,91
32,138,89
33,139,90
29,135,87
37,140,93
37,134,89
27,118,75
28,113,72
37,113,75
31,103,66
14,84,48
12,75,32
14,77,32
17,80,35
20,83,36
19,83,33
17,81,31
13,77,25
11,75,23
10,80,30
11,80,33
10,82,34
13,85,39
14,87,41
14,90,44
16,91,48
16,93,49
18,99,58
20,101,60
22,103,60
24,107,63
25,111,64
28,114,65
29,117,67
30,118,68
23,128,62
36,134,61
42,125,53
32,97,39
13,59,23
0,24,8
0,13,0
4,22,6
42,99,66
24,74,37
10,46,8
12,34,0
22,36,3
26,39,13
16,29,11
4,18,5
13,9,10
12,8,9
11,7,8
9,5,6
7,3,4
6,2,3
5,1,2
4,0,1
1,0,2
1,0,0
2,1,0
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
7,21,4
7,21,4
8,22,5
8,22,5
9,23,6
9,23,6
9,23,6
9,23,6
16,40,18
0,16,0
19,29,18
8,18,10
0,17,5
68,113,90
95,165,129
63,150,107
60,149,101
47,133,86
29,106,62
13,78,36
4,56,17
3,45,9
9,40,6
14,41,8
6,47,13
5,49,14
6,50,15
7,53,17
8,54,18
9,56,20
10,57,21
9,59,22
5,55,18
8,58,21
12,62,25
16,66,29
17,67,30
15,65,28
12,62,25
9,59,22
12,68,29
12,67,28
13,65,27
14,66,28
13,69,30
12,74,33
12,81,37
12,85,40
9,87,35
15,83,42
13,95,55
12,99,56
5,92,41
9,118,60
11,108,63
49,82,71
234,105,170
239,110,175
234,126,184
227,137,189
234,133,189
238,135,191
235,145,197
232,150,199
229,143,192
229,143,192
226,142,191
225,143,189
221,144,186
219,144,185
216,144,182
215,145,182
207,144,175
207,144,175
204,143,174
203,143,171
201,143,168
197,141,166
197,142,165
195,141,164
198,147,164
198,147,162
197,149,161
197,150,160
196,151,158
195,153,155
195,153,154
194,154,154
194,156,155
195,157,154
196,158,155
198,161,155
199,162,156
201,164,156
202,165,156
203,166,157
207,170,152
208,171,152
211,173,152
215,175,149
221,177,148
224,179,146
227,181,145
230,182,146
233,188,147
234,189,147
236,189,145
237,189,143
240,189,146
241,187,149
242,187,156
243,186,159
241,183,181
236,178,166
255,206,173
211,152,94
181,118,41
193,125,42
213,136,58
203,123,52
213,129,92
199,118,71
193,117,57
198,128,56
196,130,52
190,128,51
202,142,69
223,164,96
250,194,171
242,186,163
243,189,165
247,196,169
241,192,160
227,182,143
227,184,139
240,198,150
234,187,141
231,187,142
231,186,145
230,186,151
228,184,155
226,184,160
225,184,164
224,183,165
218,179,162
218,179,164
217,177,167
218,175,169
217,173,174
216,169,177
216,168,180
215,167,181
216,166,177
216,166,178
216,166,178
215,164,179
214,163,178
213,162,179
213,162,181
212,161,180
214,160,184
214,160,184
214,160,184
215,159,186
216,157,185
216,157,185
216,156,184
216,156,184
209,148,181
208,147,180
208,144,178
208,144,178
212,147,181
217,152,186
224,156,193
227,159,196
221,142,189
222,143,190
225,143,191
227,145,193
230,146,195
234,148,197
236,148,198
237,149,199
238,143,201
240,142,203
241,141,203
244,139,205
245,139,205
248,137,206
250,136,208
250,136,208
255,105,188
255,116,195
230,109,176
255,92,174
255,45,129
202,72,116
21,133,85
34,130,84
34,141,85
26,133,79
25,132,78
33,140,88
34,140,91
27,133,84
26,132,84
33,139,91
35,138,91
34,136,89
28,125,80
23,114,71
29,114,73
34,114,75
23,99,61
6,78,41
12,77,35
15,80,38
19,84,41
21,87,41
20,86,40
16,82,34
11,77,29
8,75,24
9,81,33
10,82,34
12,84,38
13,86,40
14,90,44
16,91,48
17,94,50
18,95,51
20,101,60
20,103,61
21,107,62
23,110,65
26,115,67
28,120,69
29,123,71
31,125,73
15,133,73
28,141,75
38,143,74
49,140,83
51,127,89
31,95,69
25,83,58
46,101,69
74,164,113
47,121,72
17,66,21
9,37,0
19,35,0
26,39,9
18,37,9
4,28,2
7,7,5
6,6,4
6,6,4
5,5,3
4,4,2
3,3,1
3,3,1
3,3,1
0,3,0
2,5,0
3,6,0
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
6,23,5
6,23,5
6,23,5
7,24,6
7,24,6
7,24,6
8,25,7
8,25,7
7,33,8
14,31,13
3,11,0
25,28,21
0,9,0
0,31,13
0,51,21
20,86,48
27,66,37
17,56,27
6,43,12
0,31,1
0,27,0
1,32,0
10,41,9
18,47,16
11,52,18
9,53,18
9,53,18
8,54,18
8,54,18
7,54,18
7,54,18
5,55,18
7,57,20
10,60,23
14,64,27
18,68,31
18,68,31
17,67,30
13,63,26
11,61,24
14,70,31
13,68,29
14,66,28
13,65,27
13,68,29
12,73,32
12,77,35
12,81,37
7,85,35
16,80,43
7,92,51
9,96,51
11,85,36
5,114,56
8,98,62
99,83,96
255,99,180
237,110,177
224,125,182
232,133,190
232,133,190
232,133,190
235,137,194
229,146,198
230,142,192
229,141,191
228,142,191
224,142,188
221,143,185
219,142,184
218,143,182
216,144,182
206,141,173
205,142,173
204,141,172
202,142,170
200,142,167
200,142,167
198,143,166
197,142,165
199,146,164
198,147,162
199,149,161
197,150,160
196,151,158
197,152,155
195,153,154
195,153,154
195,157,156
196,158,157
197,159,158
198,160,157
200,163,157
201,164,158
203,166,158
203,166,158
206,173,154
209,174,155
212,176,154
215,177,154
221,179,154
225,181,152
228,183,152
229,184,151
230,187,152
230,188,150
231,189,151
233,189,152
234,189,156
235,189,163
237,188,171
238,189,175
241,192,175
247,198,158
255,206,140
191,137,51
190,129,38
212,144,61
206,132,59
195,120,52
206,134,50
198,128,42
193,126,35
195,135,39
197,141,48
194,140,52
191,140,61
190,141,65
213,164,131
236,187,157
250,200,177
242,194,174
236,187,170
240,194,171
242,196,170
237,192,161
243,194,154
242,194,156
242,194,158
242,193,163
239,192,166
239,191,169
238,189,172
237,190,174
223,176,170
223,175,173
223,173,176
223,170,178
224,167,182
223,164,186
223,163,189
224,161,190
231,158,187
231,158,187
230,157,187
229,155,188
228,154,187
228,154,189
227,153,188
227,153,190
222,156,192
221,155,191
222,154,191
222,152,189
221,151,187
221,149,186
220,148,185
222,148,185
214,153,187
217,156,190
224,160,195
228,164,199
231,165,201
232,165,200
230,163,198
228,161,196
249,152,205
248,151,204
247,150,203
245,148,201
245,146,200
243,144,198
243,143,197
242,142,196
234,143,200
234,143,200
234,141,198
234,138,199
234,135,199
233,133,197
233,131,197
232,130,196
240,126,195
246,108,186
255,112,191
242,89,169
255,90,169
255,47,128
110,108,109
7,129,82
30,137,83
24,131,77
25,132,80
32,139,87
31,137,88
23,129,81
24,130,82
32,138,92
38,141,94
31,133,86
23,120,75
20,113,69
27,114,72
29,111,71
16,94,55
0,73,35
15,83,42
17,85,44
19,88,44
20,89,45
18,87,42
14,83,36
10,79,32
7,76,29
11,83,37
11,84,38
13,86,40
13,89,43
16,91,48
17,94,50
18,96,54
19,97,55
20,103,61
20,105,63
22,109,64
25,114,68
27,121,71
28,127,73
30,130,76
32,132,78
27,133,87
47,154,100
46,154,94
41,145,92
54,155,115
64,161,126
60,155,113
58,152,100
31,132,72
29,114,57
26,86,35
22,60,13
20,43,1
15,37,0
13,39,0
10,42,3
6,17,3
6,17,3
7,18,4
9,20,6
10,21,7
12,23,9
13,24,10
14,25,11
18,37,9
22,41,11
24,43,11
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
6,23,5
6,23,5
7,24,6
7,24,6
8,25,7
8,25,7
8,25,7
8,25,7
0,18,0
19,36,17
0,11,0
6,14,3
18,30,18
0,21,3
0,26,0
0,29,0
5,16,0
8,21,1
15,30,9
18,38,13
18,44,17
15,46,15
10,44,11
7,42,9
12,53,19
10,54,19
10,54,19
9,55,19
8,54,18
7,54,18
7,54,18
5,55,18
11,61,24
13,63,26
15,65,28
17,67,30
18,68,31
17,67,30
16,66,29
16,66,29
14,72,32
13,69,30
14,66,28
13,65,27
14,66,28
13,69,30
12,74,33
12,77,35
5,84,36
20,80,44
0,89,45
6,94,46
20,79,35
3,106,51
10,86,58
163,93,130
255,93,175
231,118,180
227,126,184
240,124,187
230,135,191
224,135,189
232,131,189
234,141,196
230,140,191
229,141,191
227,141,190
225,142,188
223,142,185
219,142,184
217,142,181
217,142,181
204,139,171
204,139,171
203,140,171
203,140,169
201,141,167
200,142,167
201,143,167
201,143,167
199,146,164
199,146,162
199,149,161
199,149,160
197,150,158
197,152,155
197,153,154
197,153,154
195,156,157
196,157,158
197,159,158
199,161,160
200,162,159
202,165,159
203,166,160
204,167,159
207,176,156
209,176,157
213,178,158
216,180,158
219,182,156
224,184,158
227,186,158
229,185,158
226,185,157
227,186,156
228,187,157
230,189,159
232,190,165
234,191,172
235,191,180
236,191,185
236,188,188
242,195,165
197,148,81
188,137,46
186,130,35
198,139,47
198,137,46
196,138,41
208,149,49
208,149,49
202,147,46
199,147,46
201,152,57
201,155,69
191,145,67
176,132,59
178,137,83
200,155,113
224,177,147
240,188,174
245,190,185
246,188,187
244,186,184
241,183,181
244,185,169
244,185,171
243,183,173
243,182,177
242,181,180
242,180,183
242,180,185
242,179,187
229,168,186
229,166,185
229,164,188
230,161,190
230,159,193
232,156,195
232,154,196
231,152,197
241,149,196
240,148,195
240,148,197
239,147,196
238,146,197
237,144,197
237,144,197
236,143,196
226,142,194
225,141,193
226,139,190
224,137,188
224,136,186
223,134,182
222,133,181
221,132,180
228,149,197
231,149,197
232,150,198
234,151,197
235,152,196
237,151,196
237,150,193
237,150,193
225,154,196
225,154,196
225,154,196
224,153,195
224,153,195
223,152,194
223,152,194
223,152,194
248,151,205
246,149,203
243,146,200
241,142,199
238,137,197
234,133,193
233,129,192
231,127,190
231,144,197
251,110,186
249,97,180
222,110,182
255,104,189
255,87,166
214,70,129
29,122,95
23,130,78
23,130,78
26,133,81
29,135,86
26,132,84
23,129,81
26,132,86
32,138,92
37,139,92
28,130,83
21,118,73
22,115,71
28,116,74
27,112,71
15,97,57
1,81,42
21,92,52
20,91,51
18,89,49
16,87,45
13,84,40
11,82,38
10,82,36
10,82,36
12,85,39
13,86,40
13,89,43
15,90,47
17,94,50
18,96,54
20,98,56
21,99,59
20,105,63
21,108,65
23,112,66
25,118,71
27,125,74
29,132,77
30,137,81
32,139,83
45,141,104
47,149,102
45,152,98
46,156,107
54,165,123
52,161,120
39,147,95
30,139,74
15,110,46
19,103,43
23,91,34
26,76,23
25,63,14
22,56,6
17,54,3
15,53,2
12,37,7
13,38,8
15,40,10
17,42,12
20,45,15
22,47,17
24,49,19
25,50,20
38,77,22
47,87,27
55,95,32
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
6,25,6
6,25,6
6,25,6
6,25,6
7,26,7
7,26,7
8,27,8
8,27,8
10,25,2
8,25,6
9,28,9
0,17,2
3,24,9
16,37,18
35,57,36
0,19,0
21,43,22
18,42,20
14,40,15
11,39,14
11,41,13
11,46,14
14,51,18
17,54,21
7,48,14
6,50,15
7,51,16
8,54,18
10,56,20
11,58,22
12,59,23
11,61,24
17,67,30
16,66,29
15,65,28
14,64,27
15,65,28
17,67,30
19,69,32
21,71,34
15,73,33
14,70,31
15,67,29
14,64,27
13,65,27
13,68,29
14,72,32
12,74,33
1,83,34
25,81,46
0,85,41
7,91,42
29,76,34
3,97,47
13,75,54
223,108,165
248,89,169
226,131,189
238,130,192
254,118,190
233,140,197
219,142,194
233,129,190
245,139,201
230,140,191
230,140,191
228,140,190
224,141,187
222,141,184
220,142,184
218,142,181
217,142,181
203,136,169
202,137,169
203,138,170
202,139,168
203,140,167
202,142,168
201,143,167
202,144,168
200,145,164
199,146,162
200,148,161
199,149,160
199,149,158
198,152,155
197,153,154
197,153,154
196,157,158
196,157,158
198,159,160
199,161,160
201,163,160
202,164,161
203,166,160
204,167,161
206,178,157
209,178,158
212,180,159
216,181,159
220,184,160
225,185,160
228,186,162
229,187,162
228,186,164
229,187,163
230,188,163
233,191,166
234,193,171
236,194,178
238,196,184
237,197,189
246,199,209
220,174,150
184,136,74
199,148,69
189,133,56
190,137,61
194,144,57
199,156,54
190,137,69
195,142,72
194,144,71
191,143,67
193,147,70
196,152,77
193,151,77
187,145,73
178,142,66
172,132,70
186,138,100
218,162,149
237,175,180
237,166,184
234,160,183
240,165,188
226,152,177
227,151,177
227,151,179
226,149,181
226,149,185
228,148,187
227,146,187
227,146,189
234,157,201
234,155,200
236,154,202
237,150,201
237,149,200
239,146,201
239,144,202
241,143,202
239,144,202
239,143,204
238,142,203
238,142,205
237,141,204
236,140,204
235,139,203
235,138,205
235,132,201
234,131,200
232,130,196
232,127,193
231,125,189
229,123,185
229,121,181
228,120,180
235,120,187
231,116,181
226,111,176
223,107,170
224,106,167
225,107,167
230,111,169
232,113,171
236,148,196
237,149,197
238,152,199
240,154,201
242,156,203
242,159,205
244,161,207
245,162,208
255,142,197
255,142,199
255,142,199
255,140,200
255,140,200
255,139,200
255,138,202
255,138,202
243,136,188
252,128,191
238,103,180
248,130,208
255,105,195
255,118,198
243,70,150
136,102,129
13,120,68
22,129,77
27,133,84
24,130,82
22,128,80
25,131,85
30,136,90
32,137,94
31,133,86
26,125,79
23,120,75
27,122,78
33,124,81
33,120,78
25,110,69
19,101,61
28,100,62
23,95,57
17,89,51
11,83,43
9,82,39
9,82,39
12,85,40
14,87,42
14,87,42
12,88,42
14,90,44
16,93,49
17,95,53
19,97,55
19,100,59
20,101,60
20,107,64
22,109,66
23,115,68
25,121,73
27,130,77
29,136,80
30,142,84
31,145,86
41,145,108
33,140,94
44,155,104
63,175,127
61,167,127
44,142,103
32,126,73
30,121,54
34,108,47
24,95,35
13,81,22
12,73,16
18,73,16
23,73,14
24,68,9
22,62,2
14,56,6
14,56,6
15,57,7
16,58,8
17,59,9
17,59,9
18,60,10
18,60,10
33,90,9
48,106,21
63,122,28
5,19,2
5,19,2
6,20,3
6,20,3
7,21,4
7,21,4
7,21,4
7,21,4
6,25,6
6,25,6
6,25,6
7,26,7
7,26,7
7,26,7
8,27,8
8,27,8
27,39,17
0,18,0
5,28,8
9,38,20
0,22,5
0,23,3
15,30,9
22,31,10
0,40,11
0,41,12
0,43,14
0,43,13
4,43,12
7,44,13
7,44,11
8,43,11
1,42,8
1,45,10
4,48,13
7,53,17
11,57,21
14,61,25
17,64,28
17,67,30
20,70,33
18,68,31
14,64,27
13,63,26
13,63,26
17,67,30
21,71,34
24,74,37
15,73,33
15,71,32
15,67,29
14,64,27
14,64,27
13,68,29
13,71,31
13,74,33
0,84,35
27,83,48
0,83,39
7,89,41
36,74,35
2,91,43
16,69,53
255,118,188
233,88,163
224,141,195
248,133,198
255,115,192
235,144,201
216,150,198
234,130,191
254,139,204
230,140,191
229,139,190
228,140,190
226,140,187
222,141,184
219,141,183
218,142,181
218,142,181
202,135,168
203,136,169
202,137,169
203,138,168
203,140,167
202,142,168
203,143,168
202,144,168
200,145,164
200,146,162
200,148,161
200,148,160
199,149,158
198,152,155
198,152,154
197,153,154
196,157,160
197,158,159
198,159,160
199,161,160
201,163,162
202,164,161
204,167,161
204,167,161
207,178,160
208,180,159
212,181,161
215,183,162
221,185,163
224,186,163
228,187,165
229,189,164
232,186,170
233,188,169
233,191,169
236,194,170
237,196,174
240,198,182
240,200,188
241,201,193
216,176,141
154,115,50
194,151,57
188,142,44
188,138,53
191,143,67
183,141,55
187,152,50
192,152,56
196,156,61
198,157,67
191,151,64
184,143,64
181,141,71
186,145,81
190,148,88
186,152,62
178,140,67
170,121,78
178,119,105
208,137,151
235,156,185
237,151,188
222,134,174
232,147,202
234,147,202
233,145,205
234,144,206
234,144,208
234,141,211
234,141,212
234,140,214
238,150,211
239,149,211
239,147,210
241,145,209
242,142,206
242,140,205
244,138,204
246,137,204
237,142,206
236,141,207
236,141,207
235,140,208
234,138,209
233,137,208
233,137,209
233,137,209
244,131,209
245,130,207
244,129,204
242,126,199
240,123,194
238,121,191
238,119,187
237,118,186
245,104,183
246,105,183
247,104,183
246,104,178
246,102,174
243,97,168
238,93,162
236,91,160
235,65,138
235,65,138
234,64,137
231,64,136
228,62,134
227,61,133
226,60,132
225,61,132
204,70,129
206,72,131
211,77,136
216,82,143
222,88,151
227,93,156
231,96,162
234,99,165
255,122,182
236,133,186
255,140,209
255,116,208
255,130,215
255,96,190
223,108,175
244,79,156
7,114,62
22,128,79
28,134,85
21,127,79
19,125,79
27,133,87
34,139,96
33,138,95
25,127,80
24,123,77
25,122,77
32,127,83
40,131,88
40,128,86
36,123,81
35,120,79
32,104,67
26,98,61
17,89,51
9,81,43
6,78,38
8,81,38
13,86,43
17,90,45
12,88,42
13,89,43
15,90,47
16,93,49
18,96,54
20,98,58
20,101,60
21,102,61
21,108,65
22,111,67
23,116,69
26,124,75
27,131,78
30,139,82
31,145,86
32,147,88
36,153,111
41,159,111
51,168,115
44,156,108
28,126,88
27,111,75
27,101,50
10,79,16
19,78,20
14,75,16
3,71,12
0,68,6
0,66,4
8,67,3
20,69,4
29,69,6
12,64,2
12,64,2
11,63,1
10,62,0
8,60,0
7,59,0
6,58,0
5,57,0
12,82,0
31,102,0
52,124,12
4,21,3
5,22,4
5,22,4
5,22,4
6,23,5
6,23,5
6,23,5
6,23,5
10,23,6
9,23,6
10,24,7
8,25,7
9,26,8
9,28,9
8,29,10
8,29,10
5,30,9
6,31,10
5,33,11
6,34,12
6,35,13
7,36,14
6,38,15
6,38,15
12,38,11
12,38,11
11,40,12
11,40,12
11,41,13
10,43,14
10,43,14
10,45,15
4,50,14
0,46,10
0,45,9
4,51,15
12,62,25
18,68,31
16,68,30
13,65,27
7,62,23
6,61,22
5,60,21
5,60,21
8,63,24
11,66,27
15,70,31
18,73,34
13,71,31
13,71,31
13,71,31
13,71,31
13,71,31
13,71,31
13,71,31
13,71,31
6,73,30
22,79,44
9,77,38
7,86,38
20,83,36
0,98,42
127,78,100
255,98,175
243,116,183
240,120,184
237,124,186
232,131,189
231,136,192
231,141,195
233,143,197
234,144,198
235,149,198
234,148,197
230,147,193
225,146,191
221,144,186
